name,company,year,Price,kms_driven,fuel_type
Mahindra Scorpio Classic LXi,Mahindra,2021,"908,343","11,232 kms",Diesel
Nissan Kicks ZX Plus,Nissan,2021,"1,152,892","28,498 kms",Diesel
Volkswagen Virtus EX,Volkswagen,2024,"2,498,985","12,226 kms",Petrol
Tata Tiago VXi,Tata,2025,"575,992","9,724 kms",Petrol
Hyundai Alcazar Top,Hyundai,2021,"1,033,912","99,130 kms",Diesel
Honda CR-V EX,Honda,2025,"1,206,210","10,116 kms",Diesel
Hyundai Alcazar Top,Hyundai,2022,"793,463","15,850 kms",Petrol
Hyundai Venue SX,Hyundai,2025,"2,612,440","6,263 kms",Diesel
Honda City LXi,Honda,2022,"1,330,233","29,315 kms",Diesel
Toyota Hyryder EX,Toyota,2023,"1,261,478","21,493 kms",Diesel
Renault Kiger Top,Renault,2019,"895,079","7,923 kms",Diesel
Honda CR-V SX,Honda,2020,"817,975","45,659 kms",CNG
Renault Kwid VXi,Renault,2019,"555,243","1,828 kms",Diesel
Skoda Superb VXi,Skoda,2024,"1,234,892","2,074 kms",Diesel
MG Hector Top,MG,2021,"734,199","47,730 kms",Petrol
Hyundai i20 EX,Hyundai,2026,"1,168,162","1,971 kms",Electric
Volkswagen Taigun VXi,Volkswagen,2026,"902,862","3,843 kms",Electric
Hyundai i20 LXi,Hyundai,2020,"935,407","66,552 kms",Petrol
Toyota Glanza LXi,Toyota,2025,"1,518,506","5,201 kms",Electric
Maruti S-Cross LXi,Maruti,2024,"1,082,257","12,269 kms",Petrol
Hyundai i20 SX,Hyundai,2026,"1,113,639","4,486 kms",Petrol
Maruti Swift SX,Maruti,2021,"1,173,878","82,841 kms",Petrol
Honda Elevate EX,Honda,2026,"1,506,677","2,294 kms",CNG
Kia EV6 S,Kia,2021,"699,163","34,895 kms",Petrol
Hyundai Venue ZXi,Hyundai,2026,"3,398,369",191 kms,Petrol
Renault Kwid Top,Renault,2022,"711,742","44,051 kms",CNG
Tata Punch EX,Tata,2022,"1,049,531","18,853 kms",CNG
Hyundai Exter VXi,Hyundai,2022,"746,354","75,007 kms",Diesel
Toyota Urban Cruiser ZX Plus,Toyota,2020,"1,019,217","90,659 kms",Petrol
Maruti Dzire S,Maruti,2019,"1,212,345","61,953 kms",Diesel
MG Comet EV ZX Plus,MG,2023,"1,357,618","27,216 kms",Petrol
Toyota Hyryder Top,Toyota,2020,"1,021,708","51,431 kms",CNG
Maruti Grand Vitara LXi,Maruti,2025,"1,461,377","4,080 kms",Diesel
Maruti S-Cross LXi,Maruti,2024,"862,676","1,638 kms",Petrol
Renault Kwid ZXi,Renault,2021,"480,443","39,635 kms",Petrol
Volkswagen Taigun S,Volkswagen,2019,"877,890","6,235 kms",Petrol
MG Astor VXi,MG,2025,"1,577,098","6,808 kms",Electric
Honda Amaze EX,Honda,2020,"908,121","2,203 kms",Diesel
Mahindra XUV300 SX,Mahindra,2021,"898,366","16,856 kms",Diesel
Volkswagen Virtus Top,Volkswagen,2026,"1,426,023","4,538 kms",Petrol
Mahindra XUV400 S,Mahindra,2022,"1,012,991","32,561 kms",Petrol
Kia Sonet VXi,Kia,2021,"1,376,279","93,872 kms",Petrol
Toyota Glanza EX,Toyota,2025,"1,105,402","9,117 kms",CNG
Nissan Kicks ZXi,Nissan,2022,"1,103,767","74,133 kms",Petrol
Maruti Jimny ZX Plus,Maruti,2022,"1,364,485","86,022 kms",Diesel
Tata Tigor S,Tata,2026,"884,516","1,805 kms",Petrol
Mahindra XUV300 ZX Plus,Mahindra,2024,"1,151,301","9,306 kms",Diesel
Maruti Grand Vitara ZXi,Maruti,2025,"818,006","11,948 kms",Diesel
Toyota Innova Crysta ZXi,Toyota,2024,"1,537,737","8,616 kms",Petrol
Honda City ZXi,Honda,2023,"1,976,174","34,960 kms",Diesel
Tata Punch SX,Tata,2022,"1,282,452","33,345 kms",Diesel
Mahindra XUV700 EX,Mahindra,2026,"5,392,660","1,115 kms",Diesel
Honda CR-V ZX Plus,Honda,2025,"1,563,913","1,936 kms",Petrol
Nissan Magnite SX,Nissan,2026,"1,623,778","2,518 kms",Electric
Tata Punch VXi,Tata,2020,"629,778","67,495 kms",Diesel
Renault Kwid LXi,Renault,2020,"820,422","84,095 kms",Petrol
Renault Kwid S,Renault,2020,"629,417","67,856 kms",Diesel
Hyundai Exter SX(O),Hyundai,2024,"714,303","3,254 kms",Diesel
Toyota Hyryder S,Toyota,2020,"1,139,340","49,170 kms",Diesel
Kia Carens EX,Kia,2020,"1,033,070","47,256 kms",Diesel
Renault Kwid Top,Renault,2023,"760,892","16,486 kms",CNG
MG Hector SX(O),MG,2023,"1,072,601",369 kms,Petrol
Skoda Slavia VXi,Skoda,2024,"1,678,349","11,142 kms",Electric
Honda City S,Honda,2022,"1,532,146","45,288 kms",Petrol
Honda CR-V VXi,Honda,2026,"1,470,060","2,853 kms",CNG
Tata Nexon S,Tata,2023,"2,962,061","4,806 kms",CNG
Tata Nexon ZX Plus,Tata,2023,"2,038,191","7,211 kms",Diesel
Renault Kiger SX(O),Renault,2020,"1,326,262","66,205 kms",Diesel
Mahindra Thar LXi,Mahindra,2025,"1,486,589","7,450 kms",Electric
Renault Triber S,Renault,2022,"807,513","91,558 kms",Petrol
Renault Kwid EX,Renault,2023,"792,574","40,118 kms",Petrol
Hyundai Exter Top,Hyundai,2020,"313,389","59,552 kms",Diesel
Volkswagen Taigun SX,Volkswagen,2020,"843,199","26,904 kms",CNG
Honda City SX,Honda,2022,"1,900,230","2,387 kms",Petrol
Renault Kiger ZXi,Renault,2022,"782,246","46,250 kms",Diesel
Toyota Fortuner Top,Toyota,2019,"4,114,502","41,341 kms",Petrol
Tata Harrier ZXi,Tata,2023,"4,963,958",675 kms,Petrol
Mahindra XUV700 ZXi,Mahindra,2022,"3,433,889","30,284 kms",Petrol
Nissan Magnite SX(O),Nissan,2024,"804,967","7,073 kms",Petrol
Tata Tigor ZX Plus,Tata,2019,"1,009,455","61,274 kms",Petrol
Volkswagen Tiguan EX,Volkswagen,2023,"1,381,263","25,678 kms",Diesel
Skoda Kushaq ZXi,Skoda,2024,"1,215,853","24,945 kms",Electric
Skoda Kushaq LXi,Skoda,2020,"576,055","58,939 kms",Petrol
Maruti Baleno ZXi,Maruti,2025,"841,485","10,630 kms",Diesel
Nissan Kicks ZXi,Nissan,2024,"1,117,552","37,828 kms",Electric
Maruti Jimny LXi,Maruti,2025,"1,382,858","4,409 kms",Petrol
Hyundai Exter S,Hyundai,2024,"553,495","7,379 kms",Petrol
Mahindra Scorpio N LXi,Mahindra,2023,"788,045","31,541 kms",Petrol
Maruti Ertiga SX(O),Maruti,2023,"1,458,055","31,724 kms",Petrol
Skoda Kodiaq EX,Skoda,2023,"739,691","8,110 kms",Petrol
Maruti Brezza S,Maruti,2021,"768,349","53,921 kms",Electric
Hyundai Alcazar Top,Hyundai,2023,"912,628","25,019 kms",Diesel
Mahindra XUV400 VXi,Mahindra,2026,"1,023,190","1,575 kms",Electric
Toyota Fortuner S,Toyota,2023,"2,929,140","6,647 kms",Diesel
Kia EV6 VXi,Kia,2024,"898,719","22,619 kms",Petrol
Kia Carens SX(O),Kia,2023,"826,496","10,847 kms",Diesel
Renault Kwid EX,Renault,2022,"440,170","20,025 kms",Diesel
Kia Carnival SX,Kia,2022,"1,423,876","42,672 kms",Petrol
MG Comet EV EX,MG,2022,"630,912","22,290 kms",Diesel
Renault Kiger LXi,Renault,2021,"974,249","102,032 kms",Electric
Tata Punch SX,Tata,2024,"1,594,383","12,497 kms",Petrol
Toyota Urban Cruiser ZX Plus,Toyota,2026,"1,267,001","3,445 kms",Diesel
Tata Safari EX,Tata,2024,"4,304,794","29,321 kms",Diesel
Mahindra Thar ZX Plus,Mahindra,2023,"979,657","5,198 kms",CNG
Honda Elevate ZXi,Honda,2019,"1,010,125","73,625 kms",Diesel
Skoda Kushaq S,Skoda,2022,"937,649","34,609 kms",Petrol
Kia Carnival ZXi,Kia,2025,"1,339,493","4,296 kms",Petrol
Skoda Kodiaq SX(O),Skoda,2019,"996,469","67,632 kms",Diesel
Tata Harrier SX,Tata,2021,"5,766,862","17,670 kms",Petrol
Nissan Kicks ZX Plus,Nissan,2021,"1,060,655","96,683 kms",Petrol
Kia Seltos S,Kia,2019,"1,732,316","115,641 kms",Diesel
Skoda Slavia Top,Skoda,2019,"949,577","168,721 kms",CNG
MG Astor Top,MG,2019,"704,566","120,555 kms",Petrol
Mahindra XUV300 EX,Mahindra,2025,"1,191,375","6,585 kms",Petrol
Nissan Magnite SX(O),Nissan,2020,"1,366,781","46,837 kms",Petrol
Toyota Innova Crysta SX(O),Toyota,2026,"1,608,545","3,702 kms",Electric
Renault Kwid VXi,Renault,2019,"430,011","43,232 kms",Petrol
Renault Kwid SX,Renault,2021,"561,204","32,101 kms",Petrol
Hyundai Exter S,Hyundai,2025,"649,660","2,759 kms",Petrol
Renault Kiger SX,Renault,2024,"1,133,792","9,982 kms",Electric
Nissan Magnite EX,Nissan,2025,"1,463,461",206 kms,Petrol
Kia Seltos ZXi,Kia,2021,"1,489,746","17,992 kms",Petrol
Volkswagen Taigun SX,Volkswagen,2023,"1,366,258","1,710 kms",Diesel
Skoda Slavia ZXi,Skoda,2024,"2,527,107","4,382 kms",Petrol
Hyundai Exter Top,Hyundai,2026,"438,488","2,740 kms",Electric
Renault Kwid SX,Renault,2025,"510,469",823 kms,Petrol
Skoda Superb ZX Plus,Skoda,2026,"1,376,691","3,435 kms",Petrol
Hyundai Grand i10 Nios Top,Hyundai,2025,"1,305,114","7,261 kms",Electric
Tata Safari SX,Tata,2024,"4,709,657","8,936 kms",Electric
Skoda Superb ZX Plus,Skoda,2026,"1,491,271",273 kms,CNG
Nissan Kicks VXi,Nissan,2020,"1,130,573","7,484 kms",Diesel
Tata Curvv EX,Tata,2025,"1,317,342","11,584 kms",Petrol
MG Hector ZXi,MG,2025,"911,819","9,116 kms",Diesel
Volkswagen Taigun VXi,Volkswagen,2020,"612,733","96,360 kms",Petrol
Nissan Kicks SX,Nissan,2022,"1,008,743","25,885 kms",Petrol
Maruti Baleno SX,Maruti,2026,"1,652,160","3,369 kms",Diesel
Volkswagen Tiguan ZX Plus,Volkswagen,2021,"886,180","49,717 kms",Diesel
Honda CR-V VXi,Honda,2024,"1,169,416","36,715 kms",Diesel
Renault Kwid EX,Renault,2025,"553,619","9,569 kms",Electric
Skoda Kushaq SX(O),Skoda,2024,"1,317,008","20,056 kms",Diesel
Honda Amaze VXi,Honda,2020,"778,659","107,611 kms",Diesel
Nissan Magnite EX,Nissan,2025,"932,305","2,810 kms",Petrol
Nissan Kicks LXi,Nissan,2025,"1,747,284","3,742 kms",Electric
Hyundai i20 ZX Plus,Hyundai,2019,"1,048,021","85,234 kms",Diesel
Maruti Baleno SX(O),Maruti,2023,"772,678","18,353 kms",Petrol
Hyundai Grand i10 Nios SX,Hyundai,2024,"785,097","9,079 kms",Petrol
Honda Elevate Top,Honda,2023,"1,211,335",662 kms,Petrol
Honda City ZX Plus,Honda,2025,"2,076,673","2,659 kms",Diesel
Toyota Innova Crysta SX(O),Toyota,2019,"1,144,650","92,146 kms",Diesel
MG Astor Top,MG,2019,"771,861","97,727 kms",Petrol
Honda CR-V ZXi,Honda,2025,"1,418,657","11,416 kms",Diesel
Kia Sonet Top,Kia,2023,"1,805,539","7,433 kms",Diesel
Nissan Kicks VXi,Nissan,2023,"706,656","9,718 kms",Diesel
Nissan Kicks VXi,Nissan,2022,"1,200,408","4,096 kms",Petrol
Nissan Magnite ZX Plus,Nissan,2025,"731,790","3,625 kms",Diesel
Hyundai Creta Top,Hyundai,2026,"2,911,329","1,308 kms",Petrol
MG Astor ZX Plus,MG,2025,"1,078,243","9,057 kms",Electric
Hyundai Grand i10 Nios SX,Hyundai,2021,"787,083","107,397 kms",Petrol
MG Astor ZX Plus,MG,2026,"1,189,493","3,444 kms",CNG
Nissan Kicks LXi,Nissan,2025,"1,449,153","17,281 kms",Petrol
Mahindra XUV400 ZXi,Mahindra,2026,"1,127,626","1,564 kms",Petrol
Tata Safari VXi,Tata,2026,"5,437,255","1,051 kms",Electric
Volkswagen Taigun EX,Volkswagen,2026,"1,130,014","2,079 kms",Petrol
Renault Kwid LXi,Renault,2024,"747,555","10,882 kms",Diesel
Nissan Kicks Top,Nissan,2026,"1,484,226","3,709 kms",Petrol
Nissan Magnite LXi,Nissan,2023,"1,151,032","18,987 kms",Petrol
Toyota Innova Crysta ZXi,Toyota,2022,"1,170,118","24,110 kms",Diesel
Toyota Fortuner ZXi,Toyota,2024,"4,823,668","19,541 kms",Diesel
Nissan Kicks EX,Nissan,2023,"1,193,090","19,213 kms",Diesel
Honda City LXi,Honda,2023,"1,626,546","42,466 kms",Petrol
Volkswagen Tiguan VXi,Volkswagen,2026,"1,036,604","1,287 kms",Petrol
Tata Harrier ZXi,Tata,2021,"2,895,255","33,886 kms",Petrol
Honda CR-V S,Honda,2025,"1,006,099","5,320 kms",Diesel
Volkswagen Tiguan ZXi,Volkswagen,2023,"1,076,058","38,347 kms",Diesel
Hyundai Exter SX,Hyundai,2021,"563,738","64,521 kms",Diesel
Tata Tiago Top,Tata,2024,"754,878","21,097 kms",Petrol
Nissan Kicks VXi,Nissan,2026,"794,519","1,249 kms",Petrol
Kia Carnival VXi,Kia,2023,"1,280,928","5,943 kms",Petrol
Nissan Kicks ZX Plus,Nissan,2026,"1,173,840","3,754 kms",Diesel
Toyota Glanza ZX Plus,Toyota,2019,"1,046,375","119,508 kms",Diesel
Kia Carens S,Kia,2024,"974,297","19,629 kms",Electric
Renault Triber SX(O),Renault,2023,"1,003,153","36,087 kms",Petrol
Mahindra Scorpio N LXi,Mahindra,2024,"949,630","16,216 kms",Petrol
Nissan Magnite SX(O),Nissan,2021,"901,876","85,454 kms",Petrol
Hyundai Alcazar EX,Hyundai,2025,"871,587","15,891 kms",Petrol
Nissan Magnite ZXi,Nissan,2025,"744,768","19,942 kms",Diesel
Honda CR-V SX(O),Honda,2026,"1,635,234","2,267 kms",Petrol
Kia EV6 LXi,Kia,2021,"1,101,872","7,135 kms",Diesel
Kia Seltos EX,Kia,2023,"3,122,651","31,796 kms",Electric
Hyundai Venue EX,Hyundai,2021,"1,874,148","115,388 kms",Petrol
MG Astor S,MG,2025,"1,401,906","15,090 kms",Diesel
Hyundai Alcazar SX(O),Hyundai,2023,"1,348,201","45,816 kms",Petrol
MG Hector Top,MG,2020,"1,241,955","6,959 kms",Diesel
Volkswagen Tiguan VXi,Volkswagen,2022,"1,005,568","54,506 kms",Petrol
Nissan Kicks ZXi,Nissan,2021,"1,186,391","22,774 kms",Diesel
Hyundai Exter ZXi,Hyundai,2025,"488,344","10,741 kms",Petrol
Volkswagen Tiguan SX,Volkswagen,2026,"1,584,551",234 kms,Petrol
Honda Amaze S,Honda,2021,"849,313","92,791 kms",Petrol
Nissan Kicks SX(O),Nissan,2026,"878,963","1,747 kms",Electric
Nissan Magnite Top,Nissan,2023,"1,509,241","5,232 kms",Petrol
Mahindra XUV400 ZX Plus,Mahindra,2024,"1,306,787","9,152 kms",Diesel
Toyota Glanza S,Toyota,2023,"1,167,136","25,180 kms",Petrol
MG Hector S,MG,2020,"716,206","71,846 kms",Petrol
Volkswagen Tiguan Top,Volkswagen,2020,"1,368,650","60,500 kms",Petrol
Maruti Ertiga LXi,Maruti,2020,"674,281","21,190 kms",Diesel
Skoda Kodiaq ZX Plus,Skoda,2020,"777,352","64,432 kms",Petrol
Mahindra XUV300 SX(O),Mahindra,2020,"864,724","25,367 kms",Petrol
Kia Sonet ZXi,Kia,2019,"2,011,480","22,954 kms",Diesel
Honda Amaze LXi,Honda,2026,"1,407,941",57 kms,Petrol
Volkswagen Tiguan VXi,Volkswagen,2026,"1,471,365","1,404 kms",Petrol
Toyota Hyryder ZX Plus,Toyota,2022,"783,044","31,329 kms",Petrol
Toyota Hyryder SX,Toyota,2025,"1,512,768","7,887 kms",Petrol
Kia Sonet Top,Kia,2022,"2,618,992","42,854 kms",Diesel
Honda CR-V LXi,Honda,2020,"649,282","20,842 kms",Diesel
Nissan Kicks LXi,Nissan,2022,"1,390,101","11,107 kms",Diesel
Nissan Kicks ZX Plus,Nissan,2026,"1,506,134",820 kms,Electric
Nissan Magnite VXi,Nissan,2021,"1,151,923","77,221 kms",Diesel
Renault Kiger EX,Renault,2020,"1,089,207","14,185 kms",Diesel
Tata Tigor ZX Plus,Tata,2022,"1,044,718","97,648 kms",Diesel
Renault Triber SX(O),Renault,2024,"781,016","16,920 kms",Electric
Maruti Dzire ZX Plus,Maruti,2024,"806,224","10,356 kms",Diesel
Volkswagen Tiguan ZX Plus,Volkswagen,2021,"1,219,815","49,503 kms",Diesel
Mahindra XUV300 SX,Mahindra,2019,"798,707","142,032 kms",Diesel
Mahindra XUV300 EX,Mahindra,2024,"768,680","19,768 kms",Electric
Volkswagen Taigun SX(O),Volkswagen,2022,"1,308,666","24,681 kms",CNG
Hyundai i20 ZXi,Hyundai,2021,"875,581","106,068 kms",Petrol
Maruti Alto Top,Maruti,2024,"488,863","10,757 kms",Diesel
Kia Carens LXi,Kia,2022,"788,802","33,599 kms",Petrol
Maruti S-Cross EX,Maruti,2022,"767,167","61,148 kms",Petrol
Nissan Magnite SX,Nissan,2020,"1,094,998","76,308 kms",Diesel
Renault Kiger LXi,Renault,2020,"1,321,820","82,086 kms",Diesel
MG Hector Top,MG,2019,"1,086,166","95,523 kms",Petrol
MG Comet EV ZXi,MG,2019,"684,573","54,701 kms",CNG
Tata Safari VXi,Tata,2023,"2,905,520","15,033 kms",Petrol
Maruti S-Cross VXi,Maruti,2023,"1,206,203","13,382 kms",CNG
Maruti Ertiga LXi,Maruti,2021,"1,351,664","45,707 kms",Petrol
Kia Carens ZX Plus,Kia,2019,"728,360","116,554 kms",Diesel
Nissan Kicks SX(O),Nissan,2019,"889,056","24,948 kms",CNG
Skoda Superb SX(O),Skoda,2019,"1,025,301","76,702 kms",Diesel
Renault Triber SX(O),Renault,2025,"1,272,736","21,521 kms",Electric
Toyota Urban Cruiser S,Toyota,2023,"1,442,640","32,608 kms",Diesel
MG Comet EV SX,MG,2023,"1,476,059","48,791 kms",Petrol
Kia Seltos SX,Kia,2026,"2,223,173","2,277 kms",Petrol
Renault Kwid Top,Renault,2022,"557,114","30,489 kms",Diesel
Hyundai Alcazar SX,Hyundai,2020,"1,335,606",680 kms,Diesel
Hyundai Grand i10 Nios ZX Plus,Hyundai,2023,"1,053,844","3,441 kms",Petrol
Kia Carens Top,Kia,2024,"1,568,742","5,063 kms",Petrol
Nissan Magnite SX,Nissan,2023,"876,339","13,822 kms",Petrol
MG Comet EV EX,MG,2019,"890,834","103,883 kms",Diesel
Maruti Alto ZX Plus,Maruti,2025,"496,022","1,812 kms",Diesel
Tata Tiago VXi,Tata,2020,"555,592","81,493 kms",Petrol
Nissan Magnite S,Nissan,2025,"1,359,053","4,980 kms",Petrol
Mahindra Scorpio Classic VXi,Mahindra,2023,"1,529,135","9,953 kms",Diesel
Tata Tiago ZX Plus,Tata,2026,"761,580","2,055 kms",Petrol
Hyundai i20 LXi,Hyundai,2021,"1,098,548","33,123 kms",Petrol
Kia EV6 LXi,Kia,2022,"865,574","7,328 kms",Diesel
Honda CR-V S,Honda,2020,"641,086","15,207 kms",Diesel
Toyota Innova Crysta SX,Toyota,2024,"1,445,844","30,491 kms",Petrol
Nissan Kicks ZX Plus,Nissan,2021,"1,041,114","36,244 kms",CNG
Mahindra Scorpio N VXi,Mahindra,2025,"1,198,533","4,743 kms",Electric
Hyundai Exter VXi,Hyundai,2025,"833,846","2,355 kms",Electric
Skoda Superb Top,Skoda,2025,"956,328","2,840 kms",Petrol
Honda Amaze ZXi,Honda,2025,"1,173,909","6,383 kms",Electric
Nissan Kicks EX,Nissan,2023,"1,350,941",843 kms,Petrol
Skoda Kushaq VXi,Skoda,2019,"1,052,323","127,510 kms",Diesel
Tata Safari VXi,Tata,2024,"3,878,445","34,666 kms",Diesel
Honda Elevate S,Honda,2025,"1,375,426","3,179 kms",Diesel
Honda Elevate SX(O),Honda,2022,"1,225,115","44,384 kms",Petrol
MG Comet EV ZX Plus,MG,2025,"1,306,871","1,171 kms",Diesel
Kia Sonet ZX Plus,Kia,2025,"3,403,930","2,995 kms",Petrol
Skoda Superb ZXi,Skoda,2020,"929,375","74,706 kms",Diesel
Toyota Fortuner ZXi,Toyota,2024,"4,859,455","13,857 kms",Petrol
Maruti Alto SX,Maruti,2022,"705,182","53,835 kms",Diesel
Kia EV6 ZXi,Kia,2019,"1,006,973","65,050 kms",Petrol
Skoda Kodiaq ZXi,Skoda,2019,"1,020,181","30,924 kms",Diesel
Maruti Baleno VXi,Maruti,2025,"1,113,189","12,674 kms",Diesel
Toyota Innova Crysta SX(O),Toyota,2023,"1,200,243","30,613 kms",Diesel
Maruti Jimny ZXi,Maruti,2025,"1,445,244","4,772 kms",Petrol
Maruti Brezza EX,Maruti,2023,"1,079,402","21,123 kms",Petrol
Skoda Slavia SX(O),Skoda,2019,"1,653,223","32,777 kms",Diesel
Tata Safari VXi,Tata,2019,"3,972,324","16,078 kms",Petrol
Renault Kiger S,Renault,2026,"1,473,483",587 kms,Diesel
Hyundai Creta Top,Hyundai,2025,"2,495,754","8,352 kms",Electric
Toyota Urban Cruiser LXi,Toyota,2020,"1,291,251","18,287 kms",Diesel
MG Comet EV SX,MG,2020,"938,663","90,554 kms",Petrol
Hyundai Venue Top,Hyundai,2024,"2,457,857","2,294 kms",Electric
MG Astor VXi,MG,2022,"1,281,889","58,613 kms",Petrol
Renault Triber VXi,Renault,2022,"643,853","10,474 kms",Diesel
Volkswagen Virtus VXi,Volkswagen,2021,"2,232,397","31,920 kms",Petrol
Maruti Grand Vitara ZXi,Maruti,2021,"959,079","25,837 kms",Diesel
Toyota Innova Crysta VXi,Toyota,2024,"1,089,173",661 kms,CNG
Honda Amaze LXi,Honda,2023,"1,307,518","46,476 kms",Petrol
MG ZS EV ZXi,MG,2023,"1,097,267","19,667 kms",Petrol
Nissan Kicks SX,Nissan,2024,"770,298","13,140 kms",Petrol
MG Comet EV S,MG,2019,"853,326","13,849 kms",Petrol
Volkswagen Taigun SX(O),Volkswagen,2026,"1,242,727","4,148 kms",Electric
Maruti Ertiga EX,Maruti,2024,"1,007,417","11,277 kms",Diesel
Honda Elevate SX,Honda,2025,"1,520,873","9,937 kms",Diesel
MG Comet EV Top,MG,2020,"613,085","28,239 kms",Diesel
MG Comet EV LXi,MG,2022,"897,116","48,807 kms",Petrol
Volkswagen Virtus SX,Volkswagen,2019,"937,490","116,203 kms",Diesel
Volkswagen Taigun SX(O),Volkswagen,2021,"1,292,138","104,115 kms",Petrol
Volkswagen Virtus SX,Volkswagen,2022,"2,020,778","12,946 kms",Diesel
Renault Triber EX,Renault,2021,"707,526","70,522 kms",Petrol
Hyundai Exter VXi,Hyundai,2021,"542,402","96,452 kms",Petrol
Honda City LXi,Honda,2024,"2,315,473","3,301 kms",Petrol
Renault Triber ZXi,Renault,2021,"1,111,628","40,599 kms",Petrol
Renault Triber SX,Renault,2023,"1,201,428","7,155 kms",Diesel
MG Comet EV SX(O),MG,2025,"1,026,939","14,070 kms",Electric
Skoda Superb SX(O),Skoda,2025,"1,482,865","5,704 kms",Petrol
Mahindra XUV400 EX,Mahindra,2024,"1,291,218","22,171 kms",CNG
MG Astor SX(O),MG,2020,"1,002,573","35,494 kms",Petrol
Maruti Baleno SX,Maruti,2020,"1,447,103","3,392 kms",Petrol
Toyota Hyryder Top,Toyota,2026,"1,082,639","4,453 kms",Petrol
Renault Kiger S,Renault,2019,"1,126,259","37,474 kms",Petrol
Kia Seltos SX,Kia,2025,"3,000,281","6,771 kms",Petrol
Tata Harrier ZXi,Tata,2023,"4,793,290","11,207 kms",Petrol
Toyota Fortuner ZXi,Toyota,2020,"4,726,943","61,699 kms",Petrol
Volkswagen Tiguan SX(O),Volkswagen,2023,"1,201,383","23,514 kms",Diesel
Nissan Kicks SX,Nissan,2023,"1,282,278","26,410 kms",Diesel
Nissan Magnite SX(O),Nissan,2022,"1,084,206","14,830 kms",Petrol
Nissan Magnite S,Nissan,2020,"723,635","13,805 kms",Diesel
Toyota Innova Crysta VXi,Toyota,2025,"875,313","1,690 kms",Electric
Honda Elevate VXi,Honda,2026,"1,175,527","2,407 kms",Petrol
Tata Curvv SX,Tata,2020,"823,008","36,691 kms",Diesel
MG Hector ZXi,MG,2020,"1,009,749","128,566 kms",Petrol
Nissan Magnite Top,Nissan,2026,"1,647,904",205 kms,Petrol
MG Hector SX,MG,2026,"1,638,938","2,963 kms",Electric
Toyota Urban Cruiser SX,Toyota,2023,"916,188","50,685 kms",Petrol
Toyota Urban Cruiser LXi,Toyota,2022,"698,287","45,258 kms",Petrol
Volkswagen Tiguan LXi,Volkswagen,2020,"1,169,572","120,675 kms",Petrol
Tata Punch SX,Tata,2023,"1,226,268","40,948 kms",Petrol
Tata Tiago Top,Tata,2019,"281,983","80,130 kms",CNG
Volkswagen Tiguan SX,Volkswagen,2021,"763,549","20,736 kms",Diesel
Renault Triber ZX Plus,Renault,2023,"1,066,241","13,296 kms",Petrol
Renault Triber S,Renault,2026,"758,564","2,197 kms",Petrol
MG Astor SX(O),MG,2022,"1,218,091","14,738 kms",Diesel
Toyota Innova Crysta ZX Plus,Toyota,2025,"1,575,428","3,274 kms",Electric
Toyota Fortuner EX,Toyota,2020,"3,980,624","60,744 kms",Petrol
Kia EV6 ZX Plus,Kia,2022,"1,100,807","4,821 kms",Petrol
Renault Triber Top,Renault,2022,"1,281,124","9,095 kms",Diesel
Tata Tigor EX,Tata,2022,"857,985","12,633 kms",Petrol
Tata Nexon SX(O),Tata,2025,"3,082,009",154 kms,CNG
Mahindra XUV300 SX,Mahindra,2023,"839,986","30,444 kms",Petrol
Toyota Innova Crysta EX,Toyota,2024,"1,581,387","13,251 kms",Petrol
Mahindra Scorpio Classic LXi,Mahindra,2025,"1,221,184","6,041 kms",Petrol
Skoda Slavia ZXi,Skoda,2023,"1,982,268","3,003 kms",Diesel
Tata Curvv EX,Tata,2022,"915,362","28,463 kms",Petrol
Hyundai Alcazar LXi,Hyundai,2023,"1,085,522","31,116 kms",Petrol
Renault Triber LXi,Renault,2022,"801,616","16,584 kms",Electric
Skoda Kodiaq VXi,Skoda,2022,"953,934","14,476 kms",Diesel
Tata Altroz SX,Tata,2019,"1,148,511","35,907 kms",Diesel
Renault Triber ZXi,Renault,2019,"1,148,449","99,626 kms",Petrol
Maruti Celerio SX(O),Maruti,2023,"1,101,447",166 kms,Petrol
Toyota Innova Crysta S,Toyota,2025,"995,853","5,813 kms",CNG
Toyota Fortuner ZX Plus,Toyota,2021,"3,263,115","40,067 kms",Diesel
Honda CR-V ZX Plus,Honda,2019,"960,985","90,159 kms",Petrol
Volkswagen Taigun ZX Plus,Volkswagen,2025,"1,089,716","16,137 kms",Diesel
Toyota Fortuner EX,Toyota,2022,"4,996,752","52,273 kms",Petrol
Volkswagen Taigun EX,Volkswagen,2019,"653,451",523 kms,Petrol
Honda City LXi,Honda,2024,"1,693,281","18,693 kms",Electric
Tata Tiago SX,Tata,2026,"625,777","2,183 kms",Petrol
Maruti Grand Vitara ZX Plus,Maruti,2021,"941,402","82,052 kms",Petrol
Kia Carens Top,Kia,2023,"1,132,542","36,419 kms",Petrol
Honda CR-V SX,Honda,2022,"1,159,972","84,378 kms",Petrol
Kia Seltos ZX Plus,Kia,2023,"2,619,908","2,232 kms",Petrol
Volkswagen Taigun S,Volkswagen,2024,"1,459,096","33,288 kms",CNG
Renault Kwid ZXi,Renault,2020,"470,891","40,787 kms",Petrol
Volkswagen Taigun EX,Volkswagen,2019,"756,369","150,553 kms",Diesel
