,name,company,year,Price,kms_driven,fuel_type
2519,Toyota Urban Cruiser,Toyota,2023,1335517,34632,Diesel
2520,Kia Sonet Top,Kia,2021,1690716,61122,Petrol
2521,Honda CR-V VXi,Honda,2022,958138,27099,Diesel
2522,Maruti Baleno S,Maruti,2021,924875,48261,Diesel
2523,Nissan Kicks ZX,Nissan,2026,1307829,3171,Diesel
2524,Maruti Alto VXi,Maruti,2022,462567,42635,Petrol
2525,Volkswagen Virtus SX,Volkswagen,2026,2100169,4587,Petrol
2526,Maruti Baleno S,Maruti,2019,1042214,10523,Diesel
2527,Volkswagen Taigun LXi,Volkswagen,2023,1188633,5967,Diesel
2528,Tata Altroz LXi,Tata,2026,820707,2906,Diesel
2529,Nissan Magnite S,Nissan,2026,1355487,131,Electric
2530,Maruti Brezza ZXi,Maruti,2026,1073301,1367,Petrol
2531,Renault Kiger LXi,Renault,2023,903292,2637,Petrol
2532,Kia Sonet ZXi,Kia,2024,3189613,20983,Electric
2533,Toyota Hyryder S,Toyota,2025,828053,11911,Electric
2534,Kia Carnival Top,Kia,2021,1143581,63023,Diesel
2535,Volkswagen Taigun EX,Volkswagen,2019,1062694,29412,Petrol
2536,Renault Kwid ZX,Renault,2026,394750,2342,Diesel
2537,Toyota Hyryder SX(O),Toyota,2019,1006116,132651,Diesel
2538,Tata Curvv Top,Tata,2022,1006900,11437,Petrol
2539,Volkswagen Tiguan EX,Volkswagen,2025,762823,14519,Petrol
2540,Nissan Magnite ZX,Nissan,2025,1044541,22962,Diesel
2541,Toyota Fortuner SX(O),Toyota,2020,3312059,123582,Petrol
2542,Honda Amaze ZXi,Honda,2024,1075881,27706,Diesel
2543,Nissan Magnite SX,Nissan,2019,986268,65477,Diesel
2544,MG Hector SX,MG,2025,1608370,2781,Diesel
2545,Hyundai Venue SX(O),Hyundai,2025,1549227,7209,CNG
2546,Volkswagen Tiguan Top,Volkswagen,2022,1123049,72410,Petrol
2547,Kia Seltos VXi,Kia,2021,2783298,35769,Diesel
2548,Kia Sonet SX(O),Kia,2023,2919009,14100,Diesel
2549,Volkswagen Tiguan VXi,Volkswagen,2023,846973,42225,Petrol
2550,Volkswagen Virtus VXi,Volkswagen,2023,1848782,17912,Petrol
2551,Nissan Kicks EX,Nissan,2022,740774,46467,Diesel
2552,Skoda Kushaq EX,Skoda,2022,871674,59491,Petrol
2553,Maruti WagonR SX,Maruti,2025,1163050,5607,Diesel
2554,Renault Kwid ZX,Renault,2022,504244,30898,Petrol
2555,MG ZS EV,MG,2021,959885,11308,Petrol
2556,Tata Nexon ZXi,Tata,2025,2793055,6130,CNG
2557,Skoda Superb VXi,Skoda,2020,795612,22825,Diesel
2558,Nissan Kicks VXi,Nissan,2024,849110,28526,Electric
2559,MG Astor EX,MG,2022,1498387,35274,Petrol
2560,Tata Tigor LXi,Tata,2022,792799,2984,Electric
2561,MG Astor ZX,MG,2021,580764,51012,Diesel
2562,Renault Triber EX,Renault,2021,1041573,43645,Petrol
2563,Nissan Kicks ZX,Nissan,2022,1361467,3429,Petrol
2564,Kia Sonet VXi,Kia,2023,2034771,21200,Petrol
2565,Kia EV6 Top,Kia,2026,1187200,2009,Petrol
2566,Toyota Glanza Top,Toyota,2019,990343,56798,Diesel
2567,Volkswagen Tiguan EX,Volkswagen,2019,997899,54983,Diesel
2568,Nissan Magnite VXi,Nissan,2021,1145903,54108,Diesel
2569,Honda Amaze ZXi,Honda,2025,894988,14090,Petrol
2570,Hyundai Exter EX,Hyundai,2022,663110,42698,Diesel
2571,Honda Amaze EX,Honda,2021,855796,88302,Petrol
2572,MG Comet EV,MG,2021,1289843,74585,Petrol
2573,Skoda Kodiaq SX(O),Skoda,2022,1227440,42474,Petrol
2574,Renault Kwid LXi,Renault,2020,673296,17025,Petrol
2575,Volkswagen Taigun ZXi,Volkswagen,2019,570523,32416,Petrol
2576,Honda CR-V ZX,Honda,2020,1251286,40746,Petrol
2577,Toyota Hyryder ZXi,Toyota,2021,867515,114826,Diesel
2578,Tata Nexon SX,Tata,2024,1683910,16937,Electric
2579,Renault Kwid EX,Renault,2020,792953,43734,Diesel
2580,Toyota Hyryder EX,Toyota,2024,1028331,25676,Petrol
2581,Kia Carnival EX,Kia,2020,879409,138109,Diesel
2582,Skoda Slavia ZXi,Skoda,2022,1717038,3272,Diesel
2583,Kia Seltos ZXi,Kia,2020,2417481,124467,Petrol
2584,Toyota Glanza EX,Toyota,2023,1093088,27815,Petrol
2585,Mahindra Bolero Top,Mahindra,2025,710482,4767,Petrol
2586,Renault Kwid ZX,Renault,2025,684494,1639,Diesel
2587,Honda Amaze Top,Honda,2020,1303720,58582,Petrol
2588,Hyundai Creta VXi,Hyundai,2025,2978404,2256,Diesel
2589,Kia Carnival SX(O),Kia,2023,815442,60365,Petrol
2590,Honda Elevate ZXi,Honda,2023,1132649,39269,Diesel
2591,Honda Amaze S,Honda,2019,705210,25646,Petrol
2592,Tata Tiago SX(O),Tata,2020,811672,77538,Petrol
2593,Maruti Swift EX,Maruti,2020,1283373,38629,CNG
2594,Hyundai Venue LXi,Hyundai,2022,2039864,44469,Diesel
2595,Mahindra Thar ZXi,Mahindra,2023,1025572,7440,Petrol
2596,Renault Triber EX,Renault,2026,1154906,312,Petrol
2597,Renault Triber ZX,Renault,2020,919274,129025,Petrol
2598,Honda Elevate EX,Honda,2023,777553,3308,Petrol
2599,Kia EV6 ZXi,Kia,2019,633012,116165,CNG
2600,Kia EV6 EX,Kia,2021,771169,38973,Petrol
2601,Nissan Magnite SX(O),Nissan,2024,895203,12107,Electric
2602,Renault Triber S,Renault,2020,1117786,53672,Petrol
2603,Honda Elevate ZX,Honda,2025,910755,6604,Diesel
2604,Toyota Hyryder SX(O),Toyota,2022,1282555,22318,Diesel
2605,Mahindra Thar LXi,Mahindra,2023,744649,26932,Petrol
2606,MG Hector ZX,MG,2022,870013,8016,Petrol
2607,Volkswagen Taigun ZX,Volkswagen,2020,605520,33803,Diesel
2608,Mahindra XUV400 ZX,Mahindra,2020,1113731,52772,Petrol
2609,Skoda Kushaq SX,Skoda,2020,1371099,22042,Diesel
2610,Maruti Dzire VXi,Maruti,2025,1560961,6538,Petrol
2611,Nissan Magnite Top,Nissan,2022,1100852,21133,Diesel
2612,Hyundai Tucson SX,Hyundai,2022,805544,52901,Petrol
2613,Renault Kwid Top,Renault,2019,582515,61611,Petrol
2614,Mahindra Scorpio N,Mahindra,2019,678891,7276,Petrol
2615,Tata Tigor LXi,Tata,2023,797593,20159,Diesel
2616,Hyundai i20 ZX,Hyundai,2020,805068,11706,Diesel
2617,Toyota Hyryder VXi,Toyota,2023,822646,10159,Petrol
2618,Mahindra Scorpio N,Mahindra,2025,1649033,7172,Diesel
2619,Skoda Kushaq LXi,Skoda,2025,1481416,5545,Petrol
2620,Nissan Kicks VXi,Nissan,2024,1591920,21093,Petrol
2621,Mahindra Bolero S,Mahindra,2022,1041474,12614,CNG
2622,Toyota Hyryder EX,Toyota,2020,733361,51290,Diesel
2623,Renault Triber LXi,Renault,2026,829043,3621,Diesel
2624,Hyundai Grand i10,Hyundai,2025,1080275,9529,Diesel
2625,Tata Tigor ZX,Tata,2025,1215546,15050,CNG
2626,Maruti Brezza SX(O),Maruti,2020,743898,65007,Diesel
2627,Renault Triber ZXi,Renault,2019,867553,63254,Petrol
2628,Honda CR-V VXi,Honda,2022,1033466,78615,Petrol
2629,Mahindra XUV400 ZX,Mahindra,2019,1083763,160164,Petrol
2630,Mahindra XUV700 ZXi,Mahindra,2022,5618915,56167,Diesel
2631,MG Astor LXi,MG,2025,1438011,3141,Electric
2632,Skoda Superb ZXi,Skoda,2026,933425,650,Diesel
2633,Hyundai Creta Top,Hyundai,2023,1885371,22936,Diesel
2634,MG Astor EX,MG,2024,1040458,977,Petrol
2635,Skoda Slavia EX,Skoda,2022,1408097,45563,Petrol
2636,Hyundai Alcazar LXi,Hyundai,2025,1364593,14878,CNG
2637,Skoda Kodiaq Top,Skoda,2024,1045019,16584,Petrol
2638,Maruti Brezza Top,Maruti,2026,914841,2290,Petrol
2639,Maruti XL6 SX,Maruti,2022,1250082,44147,Diesel
2640,Tata Tiago S,Tata,2022,414294,47451,Diesel
2641,Kia Seltos SX(O),Kia,2023,2460425,5372,Petrol
2642,Kia Sonet Top,Kia,2026,2884901,996,CNG
2643,Renault Kiger ZXi,Renault,2024,1286579,3159,Diesel
2644,Tata Harrier ZX,Tata,2021,2818920,45713,Petrol
2645,Skoda Kodiaq Top,Skoda,2024,847531,6762,Petrol
2646,Toyota Hyryder SX,Toyota,2025,720068,11577,Petrol
2647,Tata Tigor ZXi,Tata,2019,832716,74723,Diesel
2648,Maruti Baleno LXi,Maruti,2024,1009860,24374,CNG
2649,Volkswagen Tiguan SX,Volkswagen,2026,880424,2840,CNG
2650,Volkswagen Tiguan Top,Volkswagen,2026,1269613,3514,Petrol
2651,Mahindra Thar ZXi,Mahindra,2026,1077647,245,Electric
2652,Hyundai i20 S,Hyundai,2019,553062,115485,Diesel
2653,Kia Carens LXi,Kia,2020,748882,8854,CNG
2654,Kia Sonet VXi,Kia,2023,2346263,23814,Petrol
2655,Nissan Kicks LXi,Nissan,2025,1377917,16590,Diesel
2656,Skoda Kushaq LXi,Skoda,2019,636716,47538,Petrol
2657,Maruti Ertiga ZX,Maruti,2021,766519,394,Diesel
2658,Maruti Jimny VXi,Maruti,2019,843740,62755,Petrol
2659,Maruti S-Cross Top,Maruti,2025,1441305,748,Petrol
2660,Kia EV6 ZX,Kia,2025,1645640,23302,Electric
2661,MG Comet EV,MG,2025,997155,1024,CNG
2662,Skoda Kushaq ZXi,Skoda,2022,1092770,31588,Diesel
2663,Nissan Kicks S,Nissan,2023,980341,17398,Diesel
2664,Volkswagen Virtus LXi,Volkswagen,2019,1831235,104481,Petrol
2665,Nissan Magnite ZX,Nissan,2022,764028,42998,Petrol
2666,Mahindra Thar LXi,Mahindra,2020,1130600,96179,Petrol
2667,Nissan Magnite S,Nissan,2019,879832,4561,Petrol
2668,Volkswagen Tiguan ZXi,Volkswagen,2025,1096720,15614,Electric
2669,Skoda Slavia ZXi,Skoda,2021,1720647,28412,Diesel
2670,Volkswagen Virtus ZX,Volkswagen,2024,1741959,1595,Petrol
2671,Mahindra Thar LXi,Mahindra,2019,750065,66561,Diesel
2672,Renault Kwid SX,Renault,2023,426943,30277,Petrol
2673,Nissan Magnite Top,Nissan,2026,948218,425,Diesel
2674,Renault Triber ZX,Renault,2021,662725,21461,Diesel
2675,Kia Seltos Top,Kia,2023,2315267,5291,Diesel
2676,Skoda Superb SX(O),Skoda,2024,988187,1272,Petrol
2677,Skoda Slavia ZXi,Skoda,2019,1630287,20514,CNG
2678,Renault Kiger SX,Renault,2026,1048393,254,Petrol
2679,Honda Elevate SX(O),Honda,2019,1063285,46042,Diesel
2680,Hyundai Exter S,Hyundai,2023,770689,54025,Petrol
2681,Mahindra Bolero S,Mahindra,2021,678855,73789,Electric
2682,Kia Carnival ZXi,Kia,2021,1107715,5197,CNG
2683,Nissan Magnite Top,Nissan,2020,751494,13788,Diesel
2684,Nissan Magnite ZX,Nissan,2021,1257231,29121,Petrol
2685,Maruti Swift S,Maruti,2022,812118,4018,Petrol
2686,Toyota Hyryder LXi,Toyota,2024,1038992,1365,Diesel
2687,Tata Safari LXi,Tata,2026,3548933,2167,Electric
2688,MG Hector EX,MG,2021,676384,44904,Diesel
2689,Honda CR-V SX,Honda,2021,1100811,8524,CNG
2690,Tata Punch Top,Tata,2021,883244,57574,Diesel
2691,MG ZS EV,MG,2022,1077475,60576,Petrol
2692,Tata Tiago ZX,Tata,2022,349035,18777,CNG
2693,Tata Nexon ZXi,Tata,2025,2827890,4732,Diesel
2694,Maruti Alto EX,Maruti,2020,685768,65077,Petrol
2695,Mahindra Scorpio N,Mahindra,2026,1108632,761,Diesel
2696,Skoda Kodiaq S,Skoda,2025,1153381,1262,Petrol
2697,Honda Elevate SX,Honda,2023,734174,59637,Petrol
2698,Skoda Superb SX,Skoda,2019,859198,23755,Petrol
2699,Tata Safari ZX,Tata,2020,3667964,38128,CNG
2700,Honda CR-V SX(O),Honda,2021,881095,38012,Diesel
2701,Honda City Top,Honda,2026,1929020,4751,Diesel
2702,MG Hector VXi,MG,2023,1258213,27929,Petrol
2703,Tata Punch SX,Tata,2022,1387089,59887,Diesel
2704,Maruti Fronx LXi,Maruti,2021,816678,50588,Diesel
2705,Honda CR-V LXi,Honda,2020,788810,27649,Petrol
2706,Volkswagen Taigun LXi,Volkswagen,2023,924620,17488,Diesel
2707,Honda Elevate SX(O),Honda,2026,1286876,3242,Petrol
2708,MG ZS EV,MG,2023,1331764,22248,Petrol
2709,Volkswagen Virtus S,Volkswagen,2023,1483191,18925,Petrol
2710,Hyundai Creta ZX,Hyundai,2026,2252623,597,Petrol
2711,Hyundai Alcazar ZX,Hyundai,2021,1365088,47711,Diesel
2712,Toyota Fortuner SX,Toyota,2021,4514570,5381,CNG
2713,Maruti Alto ZXi,Maruti,2025,484024,6325,Petrol
2714,Skoda Superb LXi,Skoda,2026,918183,1603,CNG
2715,Kia Seltos EX,Kia,2024,2345079,19371,Electric
2716,Honda Amaze EX,Honda,2026,1135266,2880,Electric
2717,Mahindra Bolero VXi,Mahindra,2023,1211435,35354,Diesel
2718,Renault Kiger LXi,Renault,2020,1368317,51292,CNG
2719,Volkswagen Tiguan SX,Volkswagen,2025,1298022,6732,Petrol
2720,Maruti Brezza ZX,Maruti,2019,605232,105732,Diesel
2721,Tata Tiago Top,Tata,2021,783461,91013,Petrol
2722,Toyota Fortuner S,Toyota,2022,5420347,19853,CNG
2723,Renault Kiger LXi,Renault,2026,1009712,915,Petrol
2724,Renault Kwid S,Renault,2019,413807,3565,Petrol
2725,Volkswagen Tiguan LXi,Volkswagen,2022,947128,23375,Diesel
2726,Skoda Kodiaq Top,Skoda,2024,1461850,34988,Petrol
2727,Hyundai Tucson ZXi,Hyundai,2019,1109655,82716,CNG
2728,Maruti Fronx ZXi,Maruti,2025,1467273,15171,Petrol
2729,Nissan Magnite VXi,Nissan,2021,835431,10889,Petrol
2730,Volkswagen Virtus VXi,Volkswagen,2024,2337101,19215,Petrol
2731,Nissan Magnite VXi,Nissan,2021,1373836,47729,Petrol
2732,Renault Triber VXi,Renault,2021,941512,32138,Petrol
2733,Kia Seltos VXi,Kia,2019,2091160,72469,Diesel
2734,Volkswagen Taigun VXi,Volkswagen,2022,765079,21579,Diesel
2735,Maruti Jimny SX,Maruti,2019,656474,7058,Petrol
2736,Tata Altroz SX(O),Tata,2023,1150143,34337,Diesel
2737,Toyota Hyryder SX(O),Toyota,2023,878721,43453,CNG
2738,Kia EV6 Top,Kia,2021,846980,18147,Diesel
2739,Volkswagen Tiguan LXi,Volkswagen,2023,872834,16759,Petrol
2740,Renault Triber S,Renault,2026,1059574,2808,Diesel
2741,Volkswagen Tiguan ZXi,Volkswagen,2026,1518944,897,Petrol
2742,Skoda Kodiaq SX,Skoda,2019,1068487,68129,Petrol
2743,Skoda Slavia EX,Skoda,2020,1572034,4990,Diesel
2744,Mahindra Bolero SX,Mahindra,2023,1436574,58569,Electric
2745,Nissan Kicks VXi,Nissan,2020,867568,23299,Diesel
2746,Mahindra XUV700 LXi,Mahindra,2021,2607940,31739,Diesel
2747,Honda CR-V Top,Honda,2021,938126,65526,Diesel
2748,Renault Kwid SX(O),Renault,2025,787821,2276,Petrol
2749,Toyota Glanza ZXi,Toyota,2024,1311630,17269,Electric
2750,Toyota Urban Cruiser,Toyota,2023,1281074,36742,Petrol
2751,Tata Nexon EX,Tata,2020,1682029,1625,Petrol
2752,Toyota Fortuner SX,Toyota,2026,3617216,3623,CNG
2753,Nissan Kicks SX,Nissan,2023,1398788,16204,Petrol
2754,Hyundai Creta ZX,Hyundai,2022,1473602,31614,Diesel
2755,MG Comet EV,MG,2019,1140441,43198,Diesel
2756,Hyundai i20 LXi,Hyundai,2024,710172,333,Diesel
2757,Skoda Kodiaq SX(O),Skoda,2026,1365984,2576,Petrol
2758,Toyota Innova Crysta,Toyota,2019,696966,17130,Diesel
2759,Renault Kwid S,Renault,2024,467000,2202,Electric
2760,MG Hector LXi,MG,2020,805406,25424,Diesel
2761,MG Hector SX,MG,2021,963338,34734,Diesel
2762,Volkswagen Taigun ZXi,Volkswagen,2020,679566,29536,Diesel
2763,Skoda Superb LXi,Skoda,2024,1423246,4904,Petrol
2764,Renault Kwid Top,Renault,2019,436413,72417,CNG
2765,Hyundai Alcazar VXi,Hyundai,2020,1018099,4307,Diesel
2766,Mahindra Bolero S,Mahindra,2026,812825,530,Electric
2767,Skoda Kushaq LXi,Skoda,2025,1380032,4192,Petrol
2768,MG Astor ZXi,MG,2021,722678,27032,Diesel
2769,Tata Tiago ZXi,Tata,2023,466094,22493,Petrol
2770,Mahindra Scorpio Classic,Mahindra,2023,1084821,55213,Diesel
2771,Toyota Hyryder LXi,Toyota,2020,717263,11930,Petrol
2772,Toyota Hyryder EX,Toyota,2024,706034,2009,CNG
2773,Maruti WagonR VXi,Maruti,2020,939315,73225,Diesel
2774,Hyundai Alcazar VXi,Hyundai,2021,704056,7948,CNG
2775,Honda City SX,Honda,2020,1300781,56027,Petrol
2776,MG Astor SX,MG,2019,1274099,133847,Petrol
2777,Renault Kwid ZXi,Renault,2019,354005,47902,Petrol
2778,Nissan Magnite ZXi,Nissan,2023,1072850,32353,Diesel
2779,Volkswagen Virtus ZXi,Volkswagen,2019,1256470,135442,Diesel
2780,Toyota Hyryder EX,Toyota,2025,1137546,15345,Petrol
2781,Renault Kwid S,Renault,2021,390682,15580,Diesel
2782,Nissan Kicks LXi,Nissan,2021,722241,33153,Petrol
2783,Volkswagen Virtus SX(O),Volkswagen,2022,1813099,14346,Petrol
2784,Nissan Magnite SX,Nissan,2026,1538124,4024,Electric
2785,Hyundai Verna SX,Hyundai,2025,2105615,11738,Petrol
2786,Skoda Slavia VXi,Skoda,2026,1525376,2133,Diesel
2787,Skoda Superb S,Skoda,2022,1330607,63438,Diesel
2788,Toyota Hyryder EX,Toyota,2024,797412,17880,Petrol
2789,Skoda Slavia EX,Skoda,2023,2209477,18868,Petrol
2790,Toyota Innova Crysta,Toyota,2021,1087408,31010,Petrol
2791,Hyundai Venue Top,Hyundai,2022,1572520,39423,Petrol
2792,Mahindra Thar LXi,Mahindra,2019,1047942,59830,Petrol
2793,Toyota Urban Cruiser,Toyota,2025,1010002,4296,Petrol
2794,Tata Nexon ZX,Tata,2019,2088250,28167,Diesel
2795,MG Comet EV,MG,2024,966499,18373,Diesel
2796,Honda Elevate SX(O),Honda,2023,794442,37349,Diesel
2797,Nissan Kicks Top,Nissan,2020,1064054,14872,Petrol
2798,Renault Kwid S,Renault,2022,335325,57635,Diesel
2799,Maruti Fronx ZX,Maruti,2019,996219,62408,Petrol
2800,Toyota Hyryder LXi,Toyota,2019,655072,42162,Petrol
2801,Honda CR-V ZXi,Honda,2026,867753,4053,Petrol
2802,Renault Kiger ZXi,Renault,2019,977593,70569,Diesel
2803,Nissan Magnite LXi,Nissan,2023,870163,48004,Petrol
2804,MG Hector LXi,MG,2020,1205438,829,Petrol
2805,Maruti Baleno ZXi,Maruti,2020,903750,52112,Petrol
2806,Kia Carens ZX,Kia,2022,1259792,21723,Diesel
2807,MG Astor S,MG,2019,735839,51668,Diesel
2808,Skoda Kodiaq SX(O),Skoda,2025,1059580,681,Diesel
